pod_name,instance,instance_ip,instance_port,container,namespace,node,job,datetime_utc,timestamp,memory_bytes,memory_mb,memory_gb
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:00:56,1757246456.0,69029888.0,65.83,0.0643
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:01:26,1757246486.0,67530752.0,64.4,0.0629
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:01:56,1757246516.0,67526656.0,64.4,0.0629
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:02:26,1757246546.0,67534848.0,64.41,0.0629
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:02:56,1757246576.0,67530752.0,64.4,0.0629
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:03:26,1757246606.0,67534848.0,64.41,0.0629
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:03:56,1757246636.0,67534848.0,64.41,0.0629
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:04:26,1757246666.0,67530752.0,64.4,0.0629
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:04:56,1757246696.0,67534848.0,64.41,0.0629
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:05:26,1757246726.0,66404352.0,63.33,0.0618
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:05:56,1757246756.0,64692224.0,61.7,0.0602
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:06:26,1757246786.0,64692224.0,61.7,0.0602
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:06:56,1757246816.0,64692224.0,61.7,0.0602
postgres-deployment-76d6f4778d-ccs8g,x86,x86,N/A,postgres,stress-app,N/A,kubernetes-nodes-cadvisor,2025-09-07 12:07:26,1757246846.0,64692224.0,61.7,0.0602
