timestamp_inicio,timestamp_fim,duracao_ms,qtd_primos_gerados
29/09/2025 13:55:48,29/09/2025 13:55:48,220,10000
29/09/2025 13:55:48,29/09/2025 13:55:48,299,10000
29/09/2025 13:55:48,29/09/2025 13:55:48,663,10000
29/09/2025 13:55:48,29/09/2025 13:55:48,374,10000
29/09/2025 13:55:48,29/09/2025 13:55:48,505,10000
29/09/2025 13:55:48,29/09/2025 13:55:48,477,10000
29/09/2025 13:55:48,29/09/2025 13:55:48,380,10000
29/09/2025 13:55:48,29/09/2025 13:55:48,357,10000
29/09/2025 13:55:48,29/09/2025 13:55:48,350,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,267,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,223,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,269,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,473,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,293,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,174,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,281,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,241,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,249,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,138,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,203,10000
29/09/2025 13:55:49,29/09/2025 13:55:49,210,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,368,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,479,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,671,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,197,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,491,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,468,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,394,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,560,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,179,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,129,10000
29/09/2025 13:55:50,29/09/2025 13:55:50,102,10000
